SpecCode,SpecCommon,PlotName,DBH,HtTot,bio_wood,bio_bark,bio_foliage,bio_branches
56,Ironwood,ARGS131PGP,27.9,16.46,459.2,459.2,459.2,459.2
58,Black Cherry,CE3015PSP,19.5,15.5,101.5,14.34,3.385,21.66
58,Black Cherry,LD1605PGP,31.1,24.4,406.3,45.83,5.226,118.3
58,Black Cherry,LD1501PGP,20,19.1,139.2,18.09,3.145,27.83
58,Black Cherry,SR4401PSP,4.1,4.9,1.59,0.4134,0.6549,0.102
58,Black Cherry,SR1003PSP,28.2,20,265.3,32.66,5.039,75.77
58,Black Cherry,SR0021PSP,6.8,6.17,5.08,1.145,1.203,0.5131
58,Black Cherry,SR1401PSP,24.8,24.4,276.4,31.94,3.771,62.74
58,Black Cherry,NBCB021PGP,16.2,12.1,53.61,8.498,2.952,10.41
58,Black Cherry,SR2207PSP,6.9,7.4,6.603,1.386,1.117,0.625
58,Black Cherry,BY_T1CTPGP,16.4,12.6,57.71,8.994,2.941,11.16
58,Black Cherry,LD0904PGP,2.8,5.2,0.8981,0.2376,0.3662,0.03691
58,Black Cherry,SR5024PSP,34.6,22.9,448.4,51.26,6.302,151.0
58,Black Cherry,SR5408PSP,11.1,13.2,31.57,5.036,1.634,3.893
58,Black Cherry,SR0015PSP,41.9,27.2,777.4,81.49,7.586,299.2
58,Black Cherry,FECGY724PGP,31.9,21,348.7,41.58,5.867,111.6
58,Black Cherry,LD2502PGP,3.4,7.9,2.157,0.4756,0.3888,0.09111
58,Black Cherry,SR4202PSP,3.2,3.85,0.7612,0.223,0.5201,0.04143
58,Black Cherry,SR5002PSP,19.6,14.3,92.2,13.43,3.558,20.5
58,Black Cherry,SR4202PSP,3,3.9,0.6937,0.2036,0.4707,0.03496
58,Black Cherry,SR4205PSP,3.6,5.76,1.574,0.3897,0.4986,0.08148
58,Black Cherry,CE4011PSP,26.8,21.15,261.7,31.7,4.546,68.94
58,Black Cherry,SR1208PSP,46.5,28,964.0,98.82,8.682,410.7
58,Black Cherry,SR5020PSP,11.6,15.3,41.26,6.187,1.611,5.001
58,Black Cherry,CE4017PSP,29.5,22.55,335.0,39.18,5.048,95.32
60,Tulip Tree,SR1210PSP,36.3,23.5,853.0,853.0,853.0,853.0
60,Tulip Tree,SR0209PSP,24.4,28.9,705.2,705.2,705.2,705.2
60,Tulip Tree,SR0205PSP,9.2,13.7,126.0,126.0,126.0,126.0
60,Tulip Tree,SR0012PSP,60.3,25.9,1562.0,1562.0,1562.0,1562.0
60,Tulip Tree,SR0209PSP,17.6,22,387.2,387.2,387.2,387.2
60,Tulip Tree,SR0212PSP,22.3,16,356.8,356.8,356.8,356.8
60,Tulip Tree,SR0209PSP,68.4,32.5,2223.0,2223.0,2223.0,2223.0
60,Tulip Tree,SR0212PSP,6.9,9.88,68.17,68.17,68.17,68.17
60,Tulip Tree,SR0209PSP,23.1,23.5,542.9,542.9,542.9,542.9
60,Tulip Tree,SR0205PSP,8.8,12.8,112.6,112.6,112.6,112.6
60,Tulip Tree,SR0209PSP,19.1,23.2,443.1,443.1,443.1,443.1
60,Tulip Tree,SR0407PSP,31.6,25.1,793.2,793.2,793.2,793.2
60,Tulip Tree,SR0205PSP,19.6,13.5,264.6,264.6,264.6,264.6
60,Tulip Tree,SR0205PSP,4.6,8.5,39.1,39.1,39.1,39.1
60,Tulip Tree,SR0209PSP,39.2,26.5,1039.0,1039.0,1039.0,1039.0
60,Tulip Tree,SR0404PSP,45.5,30.8,1401.0,1401.0,1401.0,1401.0
60,Tulip Tree,SR0205PSP,3.5,5.23,18.3,18.3,18.3,18.3
60,Tulip Tree,SR0205PSP,10.3,12.2,125.7,125.7,125.7,125.7
60,Tulip Tree,SR0212PSP,9.3,11.2,104.2,104.2,104.2,104.2
60,Tulip Tree,SR0205PSP,24.1,19.4,467.5,467.5,467.5,467.5
60,Tulip Tree,SR0209PSP,29.6,26,769.6,769.6,769.6,769.6
60,Tulip Tree,SR0212PSP,9.3,11.3,105.1,105.1,105.1,105.1
60,Tulip Tree,SR0212PSP,7.8,9.3,72.54,72.54,72.54,72.54
60,Tulip Tree,SR0407PSP,55.5,32.6,1809.0,1809.0,1809.0,1809.0
68,Common Hackberry,SR0206PSP,25.7,18.5,475.4,475.4,475.4,475.4
68,Common Hackberry,SR0208PSP,6.6,8,52.8,52.8,52.8,52.8
68,Common Hackberry,SR0208PSP,11.7,15.1,176.7,176.7,176.7,176.7
68,Common Hackberry,SR0208PSP,6.9,3.63,25.05,25.05,25.05,25.05
68,Common Hackberry,SR0208PSP,15.1,15,226.5,226.5,226.5,226.5
68,Common Hackberry,SR0208PSP,14.7,13.3,195.5,195.5,195.5,195.5
68,Common Hackberry,SR0208PSP,6.6,9.7,64.02,64.02,64.02,64.02
68,Common Hackberry,SR0208PSP,4,6.4,25.6,25.6,25.6,25.6
68,Common Hackberry,SR0206PSP,26.5,21.5,569.8,569.8,569.8,569.8
68,Common Hackberry,SR0208PSP,3.2,2.12,6.784,6.784,6.784,6.784
68,Common Hackberry,SR0208PSP,5.7,7.77,44.29,44.29,44.29,44.29
68,Common Hackberry,SR0208PSP,7.7,7.92,60.98,60.98,60.98,60.98
68,Common Hackberry,SR0208PSP,13.7,13.9,190.4,190.4,190.4,190.4
68,Common Hackberry,SR0208PSP,6.2,8.14,50.47,50.47,50.47,50.47
68,Common Hackberry,SR0208PSP,13.4,12.5,167.5,167.5,167.5,167.5
68,Common Hackberry,SR0208PSP,11.2,13.5,151.2,151.2,151.2,151.2
70,Large-tooth Aspen,SR2011PSP,40.6,23.9,970.3,970.3,970.3,970.3
70,Large-tooth Aspen,CE2001PSP,6.8,9.3,63.24,63.24,63.24,63.24
70,Large-tooth Aspen,CE3026PSP,41.8,27.4,1145.0,1145.0,1145.0,1145.0
70,Large-tooth Aspen,LWP1994009PSP,5.7,8.67,49.42,49.42,49.42,49.42
70,Large-tooth Aspen,LWP1999024PSP,5.3,6.21,32.91,32.91,32.91,32.91
70,Large-tooth Aspen,NOR2016001PSP,27.6,27.7,764.5,764.5,764.5,764.5
70,Large-tooth Aspen,CE7026PSP,14.6,19.1,278.9,278.9,278.9,278.9
70,Large-tooth Aspen,CE1013PSP,18.6,25.15,467.8,467.8,467.8,467.8
70,Large-tooth Aspen,FCDOM200239PGP,9.7,10.3,99.91,99.91,99.91,99.91
70,Large-tooth Aspen,CE7018PSP,6.3,9.2,57.96,57.96,57.96,57.96
70,Large-tooth Aspen,FCBOW56-036-0PGP,35.7,19,678.3,678.3,678.3,678.3
70,Large-tooth Aspen,SR4421PSP,16.7,15.2,253.8,253.8,253.8,253.8
70,Large-tooth Aspen,FCBOW56-036-0PGP,5.4,5.5,29.7,29.7,29.7,29.7
70,Large-tooth Aspen,LWP1994009PSP,11.3,16,180.8,180.8,180.8,180.8
70,Large-tooth Aspen,CE3033PSP,24.4,23.6,575.8,575.8,575.8,575.8
70,Large-tooth Aspen,CE0042PSP,28.8,14.9,429.1,429.1,429.1,429.1
70,Large-tooth Aspen,CE7026PSP,23.1,25.68,593.2,593.2,593.2,593.2
70,Large-tooth Aspen,1287546PIP,5.6,10.3,57.68,57.68,57.68,57.68
70,Large-tooth Aspen,CE7012PSP,34.9,28.05,978.9,978.9,978.9,978.9
70,Large-tooth Aspen,CE3004PSP,7.8,11.2,87.36,87.36,87.36,87.36
70,Large-tooth Aspen,SR4421PSP,20.5,14.8,303.4,303.4,303.4,303.4
70,Large-tooth Aspen,SR1201PSP,12.3,15.9,195.6,195.6,195.6,195.6
70,Large-tooth Aspen,SR5009PSP,26.5,25.2,667.8,667.8,667.8,667.8
70,Large-tooth Aspen,CE5006PSP,50.4,26.3,1326.0,1326.0,1326.0,1326.0
72,Carolina Poplar,LD2902PGP,3.4,7,23.8,23.8,23.8,23.8
72,Carolina Poplar,LD2902PGP,3.4,7.1,24.14,24.14,24.14,24.14
73,Balsam Poplar,FCTEM2003007PGP,36.6,18.7,276.2,55.5,10.4,91.86
73,Balsam Poplar,KLK1994013PSP,33.2,22.98,300.9,51.7,7.765,58.66
73,Balsam Poplar,KAP1992001PGP,33.1,21.77,279.7,50.01,7.95,60.41
73,Balsam Poplar,HEA1993008PSP,9.6,7.93,8.739,3.154,1.366,2.731
73,Balsam Poplar,FCNEE_KC2000147PGP,3.2,4.95,0.6875,0.3376,0.2277,0.129
73,Balsam Poplar,KAP1992001PGP,24.3,22.36,167.1,28.95,4.408,22.83
73,Balsam Poplar,FCTEM2002095PGP,6,7.8,3.715,1.334,0.5745,0.648
73,Balsam Poplar,FCDOM200509PGP,15.9,13,39.82,10.15,2.679,9.095
73,Balsam Poplar,FCTEM_KAP2000036PGP,2.5,3.69,0.3067,0.1855,0.1684,0.07432
73,Balsam Poplar,FCTEM_KAP2000043PGP,10.5,11.41,16.18,4.474,1.327,2.775
73,Balsam Poplar,KLK1994013PSP,3.6,4.62,0.7771,0.4035,0.2942,0.1949
73,Balsam Poplar,1232416PIP,19.5,14,62.79,15.27,3.764,16.19
73,Balsam Poplar,CHT2005003PGP,37.5,19.7,307.9,59.57,10.58,95.39
73,Balsam Poplar,COC2019002PSP,19.2,16.2,73.37,16.0,3.381,13.9
73,Balsam Poplar,1197961PIP,2.6,4.2,0.3869,0.2129,0.169,0.07645
73,Balsam Poplar,FCTEM2001096PGP,46.8,21.3,503.3,92.66,15.33,178.7
73,Balsam Poplar,FCABI200238PGP,34.9,22.66,323.1,56.2,8.586,69.12
73,Balsam Poplar,COC1994016PSP,38.4,23.74,405.9,68.45,10.0,89.79
73,Balsam Poplar,CHT2002002PGP,35.1,21.7,309.1,55.53,8.882,72.57
73,Balsam Poplar,MAN1995001PSP,17,17.4,64.66,13.31,2.594,9.074
73,Balsam Poplar,FCTEM2002078PGP,11.4,13.4,22.91,5.641,1.419,3.188
73,Balsam Poplar,1321811PIP,4.1,4.5,0.9471,0.5039,0.3801,0.2967
73,Balsam Poplar,1294231PIP,3.6,5.3,0.9233,0.433,0.2732,0.1767
73,Balsam Poplar,FCTEM2003031PGP,24.6,20.05,148.9,27.99,4.782,25.64
74,Trembling Aspen,NP1996002PSP,22.8,21.3,154.7,32.02,NotAv,19.28
74,Trembling Aspen,MAN1994007PSP,9.1,15.05,18.06,3.76,NotAv,1.627
74,Trembling Aspen,FCWEY4S2002017PGP,12.6,13.2,29.54,6.787,NotAv,4.575
74,Trembling Aspen,FCDOM200304PGP,5.6,7.34,3.297,0.8508,NotAv,0.6139
74,Trembling Aspen,FCBOW3-15A-0PGP,31,22.28,294.4,62.53,NotAv,46.07
74,Trembling Aspen,MAN1994007PSP,9.8,16.35,22.76,4.634,NotAv,1.919
74,Trembling Aspen,FCDOM200339PGP,18.5,17.6,84.33,18.27,NotAv,11.77
74,Trembling Aspen,FCACI_TB200409PGP,45.5,25.7,720.4,152.8,NotAv,129.6
74,Trembling Aspen,FCDOM200322PGP,29.8,22,269.1,57.12,NotAv,41.36
74,Trembling Aspen,NP1993007PSP,19.2,19.93,103.4,21.43,NotAv,12.15
74,Trembling Aspen,FCWEY4S2001062PGP,5.1,5.96,2.207,0.6101,NotAv,0.5315
74,Trembling Aspen,FCWEY4S2004018PGP,15.9,18.12,64.83,13.58,NotAv,7.422
74,Trembling Aspen,SG1999003PSP,23.2,22.87,172.5,34.8,NotAv,19.4
74,Trembling Aspen,FCNEE_KC2000140PGP,8.8,11.09,12.25,2.865,NotAv,1.783
74,Trembling Aspen,FCTEM2003002PGP,42,19.61,463.5,108.1,NotAv,121.3
74,Trembling Aspen,FCBOW4-2002-18PGP,26.1,19.4,182.2,39.88,NotAv,30.34
74,Trembling Aspen,1205026PIP,3.3,6.3,1.006,0.2557,NotAv,0.1436
74,Trembling Aspen,LSJP1994042PSP,8.8,13.33,14.88,3.236,NotAv,1.59
74,Trembling Aspen,TBP1995050PSP,11.4,16.42,30.65,6.367,NotAv,2.98
74,Trembling Aspen,KLK2000001PGP,35.9,25.5,451.3,92.81,NotAv,65.08
74,Trembling Aspen,TBP1992010PSP,25.4,19.5,173.8,37.82,NotAv,27.93
74,Trembling Aspen,CHA1995022PSP,13,17.61,42.57,8.766,NotAv,4.19
74,Trembling Aspen,WF2001017PGP,27.6,22.5,237.5,49.42,NotAv,32.59
74,Trembling Aspen,CE2018PSP,9.4,13.9,17.68,3.816,NotAv,1.879
75,Populus species,SR0401PSP,37.2,24.9,926.3,926.3,926.3,926.3
75,Populus species,ACH_NPGP,23.4,17.7,414.2,414.2,414.2,414.2
75,Populus species,ACH_NPGP,25.4,19.5,495.3,495.3,495.3,495.3
75,Populus species,ARGS025PGP,27.2,23.16,630.0,630.0,630.0,630.0
75,Populus species,ARGS025PGP,29.2,24.08,703.1,703.1,703.1,703.1
75,Populus species,SR0401PSP,21.5,20.9,449.3,449.3,449.3,449.3
75,Populus species,ARGS058PGP,25.9,19.81,513.1,513.1,513.1,513.1
75,Populus species,SR0401PSP,36.3,21.8,791.3,791.3,791.3,791.3
75,Populus species,ACH_NPGP,19.3,15.2,293.4,293.4,293.4,293.4
75,Populus species,SR0401PSP,21.2,23.5,498.2,498.2,498.2,498.2
75,Populus species,ACH_IPGP,21.3,25,532.5,532.5,532.5,532.5
75,Populus species,ACH_NPGP,24.4,22.7,553.9,553.9,553.9,553.9
75,Populus species,ARGS058PGP,28.4,22.25,631.9,631.9,631.9,631.9
75,Populus species,ACH_IPGP,20.8,22.6,470.1,470.1,470.1,470.1
75,Populus species,ACH_IPGP,22.9,17.4,398.5,398.5,398.5,398.5
78,Sassafras,SR1208PSP,32.4,28.6,926.6,926.6,926.6,926.6
78,Sassafras,SR1004PSP,28.5,22.3,635.6,635.6,635.6,635.6
78,Sassafras,SR0205PSP,43.6,19,828.4,828.4,828.4,828.4
78,Sassafras,SR0217PSP,19.3,14.5,279.9,279.9,279.9,279.9
78,Sassafras,SR0205PSP,5.8,8.19,47.5,47.5,47.5,47.5
78,Sassafras,SR1004PSP,24,20.8,499.2,499.2,499.2,499.2
78,Sassafras,SR0205PSP,7.7,10.9,83.93,83.93,83.93,83.93
78,Sassafras,SR1004PSP,24.9,24,597.6,597.6,597.6,597.6
78,Sassafras,SR0206PSP,5.5,6.32,34.76,34.76,34.76,34.76
78,Sassafras,SR1208PSP,31.1,29.5,917.5,917.5,917.5,917.5
78,Sassafras,SR0206PSP,6,6.8,40.8,40.8,40.8,40.8
78,Sassafras,SR0205PSP,3.9,6.55,25.54,25.54,25.54,25.54
78,Sassafras,SR0404PSP,29.1,23.5,683.9,683.9,683.9,683.9
78,Sassafras,SR0206PSP,16.5,17.5,288.8,288.8,288.8,288.8
78,Sassafras,SR0206PSP,30.5,22.5,686.2,686.2,686.2,686.2
78,Sassafras,SR0217PSP,29.9,15,448.5,448.5,448.5,448.5
78,Sassafras,SR0205PSP,7.4,12,88.8,88.8,88.8,88.8
78,Sassafras,SR0205PSP,17.1,13,222.3,222.3,222.3,222.3
78,Sassafras,SR0206PSP,18.8,18.9,355.3,355.3,355.3,355.3
78,Sassafras,SR0205PSP,18.9,17.1,323.2,323.2,323.2,323.2
78,Sassafras,SR0205PSP,5,8.3,41.5,41.5,41.5,41.5
78,Sassafras,SR0205PSP,4.5,7.34,33.03,33.03,33.03,33.03
78,Sassafras,SR1208PSP,34,30.6,1040.0,1040.0,1040.0,1040.0
78,Sassafras,SR0217PSP,12.2,8.34,101.7,101.7,101.7,101.7
86,Black Oak,SR0406PSP,23.9,21.8,521.0,521.0,521.0,521.0
86,Black Oak,SR0406PSP,31.3,23.9,748.1,748.1,748.1,748.1
86,Black Oak,SR0406PSP,47.6,26.4,1257.0,1257.0,1257.0,1257.0
86,Black Oak,SR0405PSP,46.3,27.4,1269.0,1269.0,1269.0,1269.0
86,Black Oak,SR0405PSP,43.2,30.8,1331.0,1331.0,1331.0,1331.0
86,Black Oak,SR0405PSP,36.6,25.8,944.3,944.3,944.3,944.3
86,Black Oak,SR0406PSP,22.6,19.5,440.7,440.7,440.7,440.7
86,Black Oak,SR0406PSP,29.4,23.5,690.9,690.9,690.9,690.9
86,Black Oak,SR0406PSP,24.6,24.7,607.6,607.6,607.6,607.6
86,Black Oak,SR0405PSP,40.6,25.9,1052.0,1052.0,1052.0,1052.0
86,Black Oak,SR0405PSP,39.6,27,1069.0,1069.0,1069.0,1069.0
88,Swamp White Oak,SR1015PSP,20.7,15.7,325.0,325.0,325.0,325.0
88,Swamp White Oak,SR0205PSP,23.6,22.4,528.6,528.6,528.6,528.6
88,Swamp White Oak,SR1015PSP,36,22.5,810.0,810.0,810.0,810.0
88,Swamp White Oak,SR1015PSP,26.9,16.71,449.5,449.5,449.5,449.5
88,Swamp White Oak,SR1015PSP,20.9,18.5,386.6,386.6,386.6,386.6
88,Swamp White Oak,SR0205PSP,29.6,21.9,648.2,648.2,648.2,648.2
88,Swamp White Oak,SR1015PSP,36.9,22.3,822.9,822.9,822.9,822.9
88,Swamp White Oak,SR1015PSP,22,17.1,376.2,376.2,376.2,376.2
88,Swamp White Oak,SR1015PSP,16.2,17.3,280.3,280.3,280.3,280.3
88,Swamp White Oak,SR1015PSP,18.6,16.9,314.3,314.3,314.3,314.3
88,Swamp White Oak,SR1015PSP,31.9,21.4,682.7,682.7,682.7,682.7
88,Swamp White Oak,SR0208PSP,45.4,27.3,1239.0,1239.0,1239.0,1239.0
88,Swamp White Oak,SR1022PSP,29.6,20.3,600.9,600.9,600.9,600.9
88,Swamp White Oak,SR0208PSP,36.9,24,885.6,885.6,885.6,885.6
88,Swamp White Oak,SR1015PSP,23.2,17.6,408.3,408.3,408.3,408.3
88,Swamp White Oak,SR1015PSP,13,13.7,178.1,178.1,178.1,178.1
89,Sweet Pignut Hickory,SR1004PSP,50.9,29.3,1491.0,1491.0,1491.0,1491.0
89,Sweet Pignut Hickory,SR1008PSP,34.1,30.1,1026.0,1026.0,1026.0,1026.0
89,Sweet Pignut Hickory,SR1003PSP,42.3,27.9,1180.0,1180.0,1180.0,1180.0
89,Sweet Pignut Hickory,SR1002PSP,40.9,31.8,1301.0,1301.0,1301.0,1301.0
89,Sweet Pignut Hickory,SR1008PSP,38.9,30.3,1179.0,1179.0,1179.0,1179.0
89,Sweet Pignut Hickory,SR1023PSP,40.8,26.7,1089.0,1089.0,1089.0,1089.0
89,Sweet Pignut Hickory,SR1008PSP,40.3,27.8,1120.0,1120.0,1120.0,1120.0
89,Sweet Pignut Hickory,SR1008PSP,38.5,27.9,1074.0,1074.0,1074.0,1074.0
90,Sweet Cherry,SR1201PSP,31.9,22.2,708.2,708.2,708.2,708.2
90,Sweet Cherry,SR1207PSP,30.9,26.2,809.6,809.6,809.6,809.6
90,Sweet Cherry,SR1213PSP,3.3,5.2,17.16,17.16,17.16,17.16
90,Sweet Cherry,SR1013PSP,8,11.5,92.0,92.0,92.0,92.0
90,Sweet Cherry,SR1202PSP,5.5,10.1,55.55,55.55,55.55,55.55
90,Sweet Cherry,SR1201PSP,31.7,20,634.0,634.0,634.0,634.0
90,Sweet Cherry,SR1207PSP,32.6,30.4,991.0,991.0,991.0,991.0
90,Sweet Cherry,SR1201PSP,31.6,21.2,669.9,669.9,669.9,669.9
90,Sweet Cherry,SR1213PSP,4.1,5.4,22.14,22.14,22.14,22.14
90,Sweet Cherry,SR1201PSP,27.3,19.2,524.2,524.2,524.2,524.2
90,Sweet Cherry,SR1202PSP,4.6,8.2,37.72,37.72,37.72,37.72
90,Sweet Cherry,SR1201PSP,29.7,21.1,626.7,626.7,626.7,626.7
90,Sweet Cherry,SR1201PSP,28.8,18.9,544.3,544.3,544.3,544.3
90,Sweet Cherry,SR1202PSP,5.5,9.9,54.45,54.45,54.45,54.45
94,Black Maple,SR5407PSP,23.5,16.4,385.4,385.4,385.4,385.4
94,Black Maple,SR1209PSP,24.1,20.1,484.4,484.4,484.4,484.4
94,Black Maple,SR4426PSP,42.1,19.5,821.0,821.0,821.0,821.0
94,Black Maple,SR4426PSP,25.8,21.3,549.5,549.5,549.5,549.5
94,Black Maple,SR0201PSP,7.5,10.6,79.5,79.5,79.5,79.5
94,Black Maple,SR5407PSP,11.1,10.7,118.8,118.8,118.8,118.8
94,Black Maple,SR1209PSP,16.3,17.5,285.2,285.2,285.2,285.2
94,Black Maple,SR4005PSP,16.5,15,247.5,247.5,247.5,247.5
94,Black Maple,SR4008PSP,5.7,9.52,54.26,54.26,54.26,54.26
94,Black Maple,SR4427PSP,31,20.1,623.1,623.1,623.1,623.1
94,Black Maple,SR1021PSP,5.7,9.6,54.72,54.72,54.72,54.72
94,Black Maple,SR1209PSP,26.2,21.6,565.9,565.9,565.9,565.9
94,Black Maple,SR5415PSP,10.7,13.9,148.7,148.7,148.7,148.7
94,Black Maple,SR0001PSP,3.8,4.9,18.62,18.62,18.62,18.62
94,Black Maple,SR1209PSP,41.6,27.2,1132.0,1132.0,1132.0,1132.0
94,Black Maple,SR5407PSP,14.6,14.7,214.6,214.6,214.6,214.6
94,Black Maple,SR1021PSP,3.3,5.6,18.48,18.48,18.48,18.48
94,Black Maple,SR1003PSP,38.7,25.3,979.1,979.1,979.1,979.1
94,Black Maple,SR5407PSP,12.2,11.8,144.0,144.0,144.0,144.0
94,Black Maple,SR1209PSP,44.3,26.6,1178.0,1178.0,1178.0,1178.0
94,Black Maple,SR4005PSP,8.7,10.84,94.31,94.31,94.31,94.31
94,Black Maple,SR1209PSP,38,24.5,931.0,931.0,931.0,931.0
94,Black Maple,SR4426PSP,3,4.55,13.65,13.65,13.65,13.65
94,Black Maple,SR1209PSP,6.2,10.8,66.96,66.96,66.96,66.96
111,American Hornbeam,SR0205PSP,16.1,6.75,108.7,108.7,108.7,108.7
111,American Hornbeam,SR0206PSP,15,9.53,142.9,142.9,142.9,142.9
111,American Hornbeam,SR5009PSP,2.9,5.15,14.94,14.94,14.94,14.94
111,American Hornbeam,SR0208PSP,6.9,6.94,47.89,47.89,47.89,47.89
111,American Hornbeam,SR0208PSP,10.4,13.5,140.4,140.4,140.4,140.4
111,American Hornbeam,SR0208PSP,6.2,11.2,69.44,69.44,69.44,69.44
111,American Hornbeam,SR0208PSP,10.3,11.8,121.5,121.5,121.5,121.5
111,American Hornbeam,SR0208PSP,8.6,9.6,82.56,82.56,82.56,82.56
111,American Hornbeam,SR5417PSP,28,18.6,520.8,520.8,520.8,520.8
111,American Hornbeam,SR0207PSP,8.2,8.25,67.65,67.65,67.65,67.65
111,American Hornbeam,SR1204PSP,4.7,6.99,32.85,32.85,32.85,32.85
111,American Hornbeam,SR0208PSP,11.2,10.62,118.9,118.9,118.9,118.9
111,American Hornbeam,SR5404PSP,2.8,7,19.6,19.6,19.6,19.6
111,American Hornbeam,SR0211PSP,13.1,10.1,132.3,132.3,132.3,132.3
111,American Hornbeam,SR1401PSP,2.8,3.02,8.456,8.456,8.456,8.456
117,Manitoba Maple,SR2230PSP,9.9,12.2,120.8,120.8,120.8,120.8
117,Manitoba Maple,SR5024PSP,5.1,4.6,23.46,23.46,23.46,23.46
117,Manitoba Maple,SR2230PSP,3.2,5.45,17.44,17.44,17.44,17.44
117,Manitoba Maple,SR2230PSP,3.7,5.74,21.24,21.24,21.24,21.24
117,Manitoba Maple,SR2230PSP,9.1,12.3,111.9,111.9,111.9,111.9
117,Manitoba Maple,SR5024PSP,4.2,4.5,18.9,18.9,18.9,18.9
117,Manitoba Maple,SR2230PSP,9.1,12.6,114.7,114.7,114.7,114.7
117,Manitoba Maple,SR5024PSP,6.1,5.3,32.33,32.33,32.33,32.33
123,Bitternut Hickory,SR5003PSP,6,5.45,32.7,32.7,32.7,32.7
123,Bitternut Hickory,SR4001PSP,23.2,25.3,587.0,587.0,587.0,587.0
123,Bitternut Hickory,SR4413PSP,26.3,20.1,528.6,528.6,528.6,528.6
123,Bitternut Hickory,SR0207PSP,9.9,11.5,113.9,113.9,113.9,113.9
123,Bitternut Hickory,SR0003PSP,9.8,13.4,131.3,131.3,131.3,131.3
123,Bitternut Hickory,SR4423PSP,30.3,15.1,457.5,457.5,457.5,457.5
123,Bitternut Hickory,SR4424PSP,18.1,15.5,280.6,280.6,280.6,280.6
123,Bitternut Hickory,SR4417PSP,19.5,21.1,411.5,411.5,411.5,411.5
123,Bitternut Hickory,SR4008PSP,9.2,18.7,172.0,172.0,172.0,172.0
123,Bitternut Hickory,SR0022PSP,33.6,32.4,1089.0,1089.0,1089.0,1089.0
123,Bitternut Hickory,SR5002PSP,30,22,660.0,660.0,660.0,660.0
123,Bitternut Hickory,SR5003PSP,13.2,17.5,231.0,231.0,231.0,231.0
123,Bitternut Hickory,SR0007PSP,35.6,35.4,1260.0,1260.0,1260.0,1260.0
123,Bitternut Hickory,SR1017PSP,19.2,21.3,409.0,409.0,409.0,409.0
123,Bitternut Hickory,SR5001PSP,15.2,18.5,281.2,281.2,281.2,281.2
123,Bitternut Hickory,SR1201PSP,17.5,19.51,341.4,341.4,341.4,341.4
123,Bitternut Hickory,SR4406PSP,5.7,9.62,54.83,54.83,54.83,54.83
123,Bitternut Hickory,SR0208PSP,7,9.99,69.93,69.93,69.93,69.93
123,Bitternut Hickory,SR4413PSP,4.9,8.4,41.16,41.16,41.16,41.16
123,Bitternut Hickory,SR1017PSP,26.8,24.6,659.3,659.3,659.3,659.3
123,Bitternut Hickory,SR4413PSP,18.2,19.7,358.5,358.5,358.5,358.5
123,Bitternut Hickory,SR1201PSP,6.3,10.6,66.78,66.78,66.78,66.78
123,Bitternut Hickory,SR4407PSP,26.8,21.3,570.8,570.8,570.8,570.8
123,Bitternut Hickory,SR1209PSP,26,22,572.0,572.0,572.0,572.0
124,Shagbark Hickory,SR0201PSP,17.9,21.9,392.0,392.0,392.0,392.0
124,Shagbark Hickory,SR5024PSP,2.9,6.74,19.55,19.55,19.55,19.55
124,Shagbark Hickory,SR0205PSP,25.3,20.5,518.6,518.6,518.6,518.6
124,Shagbark Hickory,SR0216PSP,25.7,22.2,570.5,570.5,570.5,570.5
124,Shagbark Hickory,SR1202PSP,25.5,24,612.0,612.0,612.0,612.0
124,Shagbark Hickory,SR5024PSP,4.2,7.06,29.65,29.65,29.65,29.65
124,Shagbark Hickory,SR1202PSP,24.2,21.5,520.3,520.3,520.3,520.3
124,Shagbark Hickory,SR1023PSP,29.5,22.8,672.6,672.6,672.6,672.6
124,Shagbark Hickory,SR5417PSP,10.7,15.9,170.1,170.1,170.1,170.1
124,Shagbark Hickory,SR1202PSP,5,6.9,34.5,34.5,34.5,34.5
124,Shagbark Hickory,SR0204PSP,33,20,660.0,660.0,660.0,660.0
124,Shagbark Hickory,SR1022PSP,17,17.3,294.1,294.1,294.1,294.1
124,Shagbark Hickory,SR1021PSP,39.4,24.5,965.3,965.3,965.3,965.3
124,Shagbark Hickory,SR0205PSP,32.1,25.5,818.6,818.6,818.6,818.6
124,Shagbark Hickory,SR0404PSP,20.1,21.6,434.2,434.2,434.2,434.2
124,Shagbark Hickory,SR1202PSP,3.3,5.56,18.35,18.35,18.35,18.35
124,Shagbark Hickory,SR1203PSP,28.1,26.7,750.3,750.3,750.3,750.3
124,Shagbark Hickory,SR0205PSP,3.2,5.43,17.38,17.38,17.38,17.38
124,Shagbark Hickory,SR0204PSP,8.3,11.9,98.77,98.77,98.77,98.77
124,Shagbark Hickory,SR1201PSP,6.8,8.92,60.66,60.66,60.66,60.66
124,Shagbark Hickory,SR1203PSP,23.3,25.5,594.1,594.1,594.1,594.1
124,Shagbark Hickory,SR1219PSP,20.3,25.2,511.6,511.6,511.6,511.6
124,Shagbark Hickory,SR5024PSP,2.6,3.7,9.62,9.62,9.62,9.62
124,Shagbark Hickory,SR0016PSP,16.6,18,298.8,298.8,298.8,298.8
136,Cucumber Tree,SR1210PSP,44.1,26,1147.0,1147.0,1147.0,1147.0
